id,cik,ticker,name,position,year,salary,bonus,stockAwards,optionAwards,nonEquityIncentiveCompensation,otherCompensation,total,changeInPensionValueAndDeferredEarnings
c7ee362273048b71c0d28a1fa47a2518,200406,JNJ,Michael Ullmann,"EVP, General Counsel",2018,788077,0,1968687,827993,1276665,44730,5336152,430000.0
a1e76198177b78cdc23645f6a38fdc73,200406,JNJ,Dominic Caruso,"Former EVP, CFO",2018,630538,0,3677454,1545001,727531,131322,6711846,0.0
54d7deca6ca802bf1ce51c9517e994ef,200406,JNJ,Paulus Stoffels,"VC of the Executive Committee, CSO",2018,1178300,0,4666961,2010004,2191603,390897,10591765,154000.0
2f43374d04069642a534b84829077a28,200406,JNJ,Joaquin Duato,"EVP, Worldwide Chairman Pharmaceuticals",2017,897254,0,11483016,1650003,1928262,71726,19359308,
7037d41dbbe2bb907e2393998822dcfd,200406,JNJ,Paulus Stoffels,"EVP, CSO",2017,1173023,0,4630306,1859996,2139188,443139,13580786,
6ac008ac2b42dfcf9dfdb786767f8df2,200406,JNJ,Alex Gorsky,"Chairman, CEO",2017,1600000,0,12354361,5054398,3598382,236279,29802564,
14f46dea6c4bbef47eb4b7e7e5de82f6,200406,JNJ,Sandra Peterson,"EVP, Group Worldwide Chairman",2017,1057500,0,12027780,1859996,1270000,128780,17176056,
46a106a4e225d662ccc0ab27ecee911f,200406,JNJ,Dominic Caruso,"EVP, CFO",2017,932600,0,4263779,1756706,2156680,159172,11736202,
7bcd3a5fec1f212c6aa8019d3820a327,200406,JNJ,Alex Gorsky,"Chairman, CEO",2016,1600000,0,10608901,4118398,4652556,228094,26871720,
a157dac44ef2046882e8dc62104e5f5b,200406,JNJ,Paulus Stoffels,"EVP, CSO",2016,1144000,0,4383454,1750317,2425461,380232,12725476,
e86f6d47c6c1212d8b3046a309784f0d,200406,JNJ,Joaquin Duato,"EVP, Worldwide Chairman, Pharmaceuticals",2016,875000,0,3198483,1260002,2158006,77278,10104529,
f44c2dace7fda7fa3777fae1bbb8e5cf,200406,JNJ,Dominic Caruso,"EVP, CFO",2016,909500,0,3624523,1425643,2758967,110240,11304829,
32a50ec6a4c9fd50cac0d45aa79bb529,200406,JNJ,Sandra Peterson,"EVP, Group Worldwide Chairman",2016,963462,0,3897074,1539002,1600000,141246,8732784,
273d619a4bce44e206198c178b547ee2,200406,JNJ,Sandra Peterson,Group Worldwide Chairman,2015,908654,0,3504177,1574621,1125000,147000,7626452,
08bbb17c4d3e4d9855d806e25f3fee9e,200406,JNJ,Michael Ullmann,"VP, General Counsel Mr. Gorsky became our Chief Executive Officer and Chairman of the Executive Committee on April 26, 2012 and our Chairman of the Board on December 28, 2012.",2015,645385,0,1962425,819002,1162936,35125,5676353,
a1c1650bd714e8dab5737586142e4f13,200406,JNJ,Alex Gorsky,Chairman/CEO,2015,1613462,0,10693427,4562998,4009536,202175,23795866,
9f04bec6cdd96284217daa2e6f11620a,200406,JNJ,Paulus Stoffels,"Chief Scientific Officer; Worldwide Chairman, Pharmaceuticals",2015,1158385,0,4208874,1823246,2172098,401118,10785745,
719b2f2024efa9881be28555143b28eb,200406,JNJ,Dominic Caruso,"VP, Finance, CFO",2015,922577,0,3497099,1458603,2772796,112789,9689400,
fedbca2717f50d1b89da532b19f95393,200406,JNJ,Dominic Caruso,"VP, Finance, CFO",2014,878115,0,3271853,1332376,3234152,121299,10349033,
075e1e0d333f0116f2a3b4f585dfb6a2,200406,JNJ,Paulus Stoffels,"CSO; Worldwide Chairman, Pharmaceuticals",2014,1075423,0,10690520,1307669,2573450,425088,18339317,
03480bee01196ccaca2ef43db930ac85,200406,JNJ,Michael Ullmann,"VP, General Counsel",2014,591346,0,1615191,721877,1502105,36171,5960691,
33ea9fe034ee5e16d4a080e9450f1cf6,200406,JNJ,Alex Gorsky,Chairman/CEO,2014,1500000,0,9467380,4168139,5018779,228866,24989306,
55cba07449ee9d3701dfebe5b7077d55,200406,JNJ,Sandra Peterson,Group Worldwide Chairman,2014,841346,0,2833545,1368001,1400000,192714,7086606,
c0de7c2e90a97aaf279e76436b0964a8,200406,JNJ,Michael Ullmann,"VP, General Counsel",2013,542308,0,1390982,656248,1348953,30845,4363336,394000.0
5a1088f761b40f991170370cc4b93b4b,200406,JNJ,Paulus Stoffels,"Chief Scientific Officer; Worldwide Chair, Pharmaceuticals",2013,952923,0,2580468,1109999,2416809,404802,7822001,357000.0
24383b0a28ff6db68e9aa691c40bd916,200406,JNJ,Sandra Peterson,Group Worldwide Chair,2013,800000,1900000,635867,299998,1200000,527396,5637261,274000.0
f558e141b1d0a28f0c8c56560b8f9c16,200406,JNJ,Alex Gorsky,Chairman/CEO,2013,1453846,0,5988975,2669999,4867361,191779,16910960,1739000.0
3c6b727a66871fa62c146695d790c432,200406,JNJ,Dominic Caruso,"VP, Finance, CFO",2013,842308,0,2663229,1139999,3222868,112911,8233315,252000.0
878afd6dcb3ca94f444061e76199b7dd,200406,JNJ,Paulus Stoffels,"Chief Scientific Officer; Worldwide Chair, Pharmaceuticals",2012,825385,0,1926252,1023570,2305251,161466,7336924,
ba6bdee536cb487ef6fa32f323aeef90,200406,JNJ,Sandra Peterson,Group Worldwide Chair,2012,46154,300000,4300017,0,0,52679,4698850,
761d3fdbb240b992ef6ef1bd40c9e6c7,200406,JNJ,William Weldon,Former Chairman/CEO,2012,1320578,0,7565328,4019999,13447666,234688,29838259,
c66453c90a98fd36ec4c2c773d1dd589,200406,JNJ,Alex Gorsky,Chairman/CEO,2012,1087188,0,2790229,1482631,3407287,159774,10977109,
6231c8238634bc3df69592f10f2bd93f,200406,JNJ,Peter Fasolo,"VP, Global Human Resources",2012,534769,0,1387098,737042,715209,33163,3621281,
cf884a75dc19e0fd5e76d441d5f86bd7,200406,JNJ,Dominic Caruso,"VP, Finance; CFO",2012,796385,0,2089563,1110303,3014577,84009,8009837,
d98f75f54e3a52bf232518533dbf67b6,200406,JNJ,William Weldon,Former Chairman/CEO,2011,1907215,0,2608694,4189483,14336394,321153,26797939,
e66c1731f37575084c6bcb8e46db8d8b,200406,JNJ,Dominic J. Caruso,"VP, Finance; CFO",2011,773023,0,676740,1086780,2971065,49694,6442302,885000.0
0a1b046c5e86ff63cb196248c1cd7570,200406,JNJ,Alex Gorsky,"Vice Chairman, Executive Committee",2011,847692,0,673222,1081161,2836003,82782,6836860,1316000.0
b9611a7113aa97314c160b2445ad3033,200406,JNJ,William C. Weldon,Chairman/CEO,2011,1907215,0,2608694,4189483,14336394,321153,26797939,3435000.0
b7c5055222233974bdcfee87eaa30957,200406,JNJ,Russell C. Deyo,"VP, General Counsel",2011,895269,0,783714,1258614,3967694,70744,8975035,1999000.0
6841ef57e1a8a60950f6716e9bcbbab8,200406,JNJ,Dominic Caruso,"VP, Finance; CFO",2011,773023,0,676740,1086780,2971065,49694,6442302,
1423aaa2e8a74087198c68ea9845863d,200406,JNJ,Sherilyn S. McCoy,"Vice Chairman, Executive Committee",2011,897806,0,705437,1132912,3924807,64716,8733678,2008000.0
ffee3d2a74839e07dd3fdab9a55d6ad5,200406,JNJ,Dominic J. Caruso,"VP, Finance; CFO",2010,749854,0,0,566102,0,0,5632285,
757436b6a3bb818195494c7e40044921,200406,JNJ,Colleen A. Goggins,"WW Chairman, Consumer Group",2010,823031,0,0,634107,0,0,7738614,
73bc2da75d2d9355f1bd4755362a45cd,200406,JNJ,Dominic Caruso,"VP, Finance; CFO",2010,749854,0,566102,961873,2550400,71819,5632285,
e7358fa3018c0af74a536ae2e83c72c6,200406,JNJ,William C. Weldon,Chairman/CEO,2010,1851154,0,2773851,4713177,12043200,254436,28720491,7084673.0
cd51a51ac30cba4033e6574b9163daa9,200406,JNJ,Non Qualified,William C. Weldon Chairman/CEO,2010,1851154,0,0,2773851,0,0,28720491,
b5050fe2ef0e04db2110405fe1b6d3ef,200406,JNJ,William Weldon,Former Chairman/CEO,2010,1851154,0,2773851,4713177,12043200,254436,28720491,
f3384c1042ebf2121d1a3aa76f0a2ba9,200406,JNJ,Russell C. Deyo,"VP, General Counsel",2010,867377,0,0,622707,0,0,8851965,
b347f175ad3456a1b4cf7a48bec93038,200406,JNJ,Sherilyn S. McCoy,"Vice Chairman, Executive Committee",2010,780377,0,0,679311,0,0,7517104,
c2d252def001914ad66c7b33990de4c5,200406,JNJ,Sherilyn S. McCoy,"WW Chairman, Pharmaceuticals Group",2009,747731,0,0,407599,0,0,5780034,
c645898c5e64e52c6a9c253f9a5849fe,200406,JNJ,William C. Weldon,Chairman/CEO,2009,1802500,0,2762532,5238069,12831146,196587,30813844,7983010.0
c4b22390210723b0a2b9f15e0402c6c3,200406,JNJ,Non Qualified,William C. Weldon Chairman/CEO,2009,1802500,0,0,2762532,0,0,30813844,
ff646ed3abc6f7ec5f7215267515f27e,200406,JNJ,Dominic J. Caruso,"VP, Finance, CFO",2009,723739,0,0,486847,0,0,5220350,
1b8e15ac41bf03fa1bbd0b8705db6298,200406,JNJ,Colleen A. Goggins,"WW Chairman, Consumer Group",2009,795854,0,0,634037,0,0,8316896,
3c9b6530260896fb73e7c22df317baff,200406,JNJ,Russell C. Deyo,"VP, HR & General Counsel",2009,831838,0,0,611372,0,0,8631394,
5e805a584feaba11aebe360cda2bd045,200406,JNJ,Non Qualified,William C. Weldon Chairman/CEO,2008,1792019,0,0,2452129,0,0,29127432,
bf1b4448fe0cb583616c2568a9e4c193,200406,JNJ,William C. Weldon,Chairman/CEO,2008,1792019,0,0,0,0,0,29392224,2452129.0
b842193f19db86a2821f88415e49d452,200406,JNJ,Colleen A. Goggins,"WW Chairman, Consumer Group",2008,766635,0,0,0,0,0,8490272,741682.0
916ff10970923bfea143728b6de218ff,200406,JNJ,Dominic J. Caruso,"VP, Finance, CFO",2008,701442,0,0,0,0,0,3921028,275992.0
1dc46e0e2bdb258f40004c2129c46944,200406,JNJ,Christine A. Poon,"Vice Chairman WW Chairman, Pharmaceuticals Group",2008,1042404,0,0,0,0,0,10402493,912366.0
c626572ef8eb94f0c22a6a50c45c659a,200406,JNJ,Russell C. Deyo,"VP, General Counsel",2008,804096,0,0,0,0,0,8062240,618749.0
f32a0fa8aa3f75626ea9c88580f44580,200406,JNJ,Christine A. Poon,Vice Chairman,2007,1008846,0,0,0,0,0,10543161,
5cc691aa3c6cf31f6f7d184d85236ebd,200406,JNJ,William C. Weldon,Chairman/CEO,2007,1725000,0,0,0,0,0,31916566,
32e1cb4513dfac5dcd112d93fe127e3f,200406,JNJ,Russell C. Deyo,"VP, General Counsel",2007,769616,0,0,0,0,0,9672168,
b48fab855048931d849427f9ef9838cf,200406,JNJ,Dominic J. Caruso,"VP, Finance, CFO",2007,550000,0,0,0,0,0,3078372,
4caf7a33d185243aab386551eb947124,200406,JNJ,Non Qualified,William C. Weldon Chairman/CEO,2007,1725000,0,0,2319368,0,0,28404762,
76f0dc4ca394e0bc43594d892254af6b,200406,JNJ,Colleen A. Goggins,"WW Chairman, Consumer Group",2007,729923,0,0,0,0,0,8379759,
b0c388852bfb253b7e3abb4af6eb372a,200406,JNJ,Russell C. Deyo,"VP, General Counsel",2006,735385,0,0,0,0,0,8387691,
509134ca529069fa94797583e762906e,200406,JNJ,William C. Weldon,Chairman/CEO,2006,1659231,0,0,0,0,0,28557749,
c6e1466059c6719d9cfdfc945a429cb1,200406,JNJ,Christine A. Poon,Vice Chairman,2006,967308,0,0,0,0,0,7881464,
