id,cik,ticker,name,position,year,salary,bonus,stockAwards,optionAwards,nonEquityIncentiveCompensation,otherCompensation,total,changeInPensionValueAndDeferredEarnings
0ab06774cfdde8762df9e2a845a2b2fd,1506307,KMI,Kimberly A. Dang,President,2018,400000,200000,2000014,0,1250000,311940,4164239,
dfddc7fbb7083deca6dc041605f75911,1506307,KMI,Dax A. Sanders,Executive Vice President and Chief Strategy Officer,2018,400000,275000,3000012,0,725000,178034,4578342,
0b34b354226b5835dcbdda3c7eb4262b,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2017,398077,0,1500018,0,1150000,168729,3235064,
40da132c254bfe0b4a5c041c07c4aed8,1506307,KMI,Thomas A. Martin,"Vice President President, Natural Gas Pipelines",2017,398077,0,1200011,0,1050000,159185,2825575,
e48906639d4e9e48da0664065a6f93de,1506307,KMI,Steven J. Kean,President and Chief Executive Officer,2017,1,0,0,0,0,377359,382026,
bbadbb9e018d6983579ae5d1731202f5,1506307,KMI,Dax A. Sanders,Vice President—Corporate Development,2017,398077,0,1200011,0,625000,81981,2321581,
c8153e1f19713a2e420539c99a3e9ddc,1506307,KMI,Lisa M. Shorb,Former Vice President—,2017,396154,0,2500017,0,500000,97286,3512856,
9fdf127e3864173af89f61ce0eb384ba,1506307,KMI,Thomas A. Martin,"Vice President President, Natural Gas Pipelines",2016,375000,0,750019,0,1000000,138616,2280653,
4269507c993aa1d19324a74e91a9c6e8,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2016,375000,0,1000003,0,1100000,139113,2630321,
5148e086f179d5f06e7ed69391449ee4,1506307,KMI,Dax A. Sanders,Vice President-Corporate,2016,375000,0,950002,0,625000,56362,2020635,
dfad9462bd382bcd50df4dc06ff30928,1506307,KMI,Steven J. Kean,President and Chief Executive Officer,2016,1,0,0,0,0,283019,287711,
614724f3f183e939f276adc681e83551,1506307,KMI,Jesse Arenivas,"Vice President President, CO2",2016,325000,0,1511491,0,500000,46167,2396516,
fc6411e9275e96c5268638d8cbecab0e,1506307,KMI,Development,"Thomas A. Martin Vice President President, Natural Gas Pipelines",2016,375000,0,750019,0,1000000,138616,2280653,
87bf7dc95b687e2d4df6fbedd509a480,1506307,KMI,Development,"Thomas A. Martin Vice President President, Natural Gas Pipelines",2015,373077,449500,0,0,0,452053,1285404,
3d310da706fb9d6c96c1e4046e178f24,1506307,KMI,David R. DeVeau,Vice President and General Counsel,2015,373077,0,0,0,370000,257839,1009606,
caa076f42775a59271182e7ae6c83620,1506307,KMI,Thomas A. Martin,"Vice President President, Natural Gas Pipelines",2015,373077,0,0,0,449500,452053,1285404,
c5e3794338b1f6f53f480c3ec3f2f064,1506307,KMI,Jesse Arenivas,"Vice President President, CO2",2015,325000,0,1000043,0,289000,62991,1683630,
1d0d6d15158a045a6a3d855d71c9377a,1506307,KMI,Richard D. Kinder,Executive Chairman,2015,1,0,0,0,0,0,1,
6bee19d6c16a533bdb776e5b57b4b705,1506307,KMI,Steven J. Kean,President and Chief Executive Officer,2015,1,0,0,0,0,1071698,1071475,
126e3cae8d0f47d92f4886559c70cba0,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2015,373077,0,0,0,449500,451420,1280648,
69a16254873675f43e7c5b4035f4f2c3,1506307,KMI,Thomas A. Martin,Vice President and President Natural Gas Pipelines,2014,348077,0,0,0,1000000,399425,1746552,0.0
e9263137f414854c3a02a74b3679d736,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2014,348077,250000,0,0,1000000,398567,1984367,0.0
f282373beccdf3114bf90de76ca1c0dc,1506307,KMI,Lisa M. Shorb,"Vice President, Human Resources, Information Technology and Administration",2014,319846,0,2500017,0,450000,150329,3419122,0.0
b823d9b4db0806a9663a94238d11367e,1506307,KMI,Development,"Thomas A. Martin Vice President President, Natural Gas Pipelines",2014,348077,0,0,0,1000000,399425,1746552,
16b53c1d772d0a5f699420d0f8da5cac,1506307,KMI,Steven J. Kean,President and Chief Operating Officer,2014,1,0,0,0,0,1283019,1269706,0.0
3eaafa82c30f4443a4f6ebe5c87542f8,1506307,KMI,Richard D. Kinder,Chairman and Chief Executive Officer,2014,1,0,0,0,0,0,1,0.0
33f242e45ead88beec737ee196519ec8,1506307,KMI,David R. DeVeau,Vice President and General Counsel,2014,348077,250000,0,0,700000,227828,1517959,0.0
3a2c6a81e55fec093456023835ad7a8d,1506307,KMI,Richard D. Kinder,Chairman and Chief Executive Officer,2013,1,0,0,0,0,0,1,
ca6162ec6855171c48270ba0a98f2a51,1506307,KMI,Steven J. Kean,President and Chief Operating officer,2013,150000,0,30000001,0,0,619580,30777891,
c73b0b5678ab9a8e768a8809a4fe78d5,1506307,KMI,David R. DeVeau,Vice President and General Counsel,2013,305385,0,5000033,0,575000,115577,6009527,
93175c2a0f0e6230a00f4bc21a197325,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2013,319231,0,9000036,0,900000,196807,10429539,
bb8bace3b3d8cf947e0a9796ee815954,1506307,KMI,Thomas A. Martin,Vice President and President Natural Gas Pipelines,2013,319231,0,9000036,0,900000,197665,10430377,
0b7fc0a5b6c8d966e8fb7c491c3b31f9,1506307,KMI,Richard D. Kinder,"Director, Chairman and Chief Executive Officer",2012,1,0,0,0,0,0,1,
3522082cfd0ac1afa5a75b195ee34155,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2012,300000,600000,0,0,800000,14205,1722475,
fcc2d036ed870aa8cabfc4feffa896dd,1506307,KMI,Steven J. Kean,Executive Vice President and Chief Operating Officer,2012,300000,600000,0,0,1200000,15063,2123472,
db1a016616776742bb9644c72d036742,1506307,KMI,C. Park Shaper,Director and President,2012,300000,600000,0,0,1250000,14205,2172740,
6ca80b7e4c649d71b94f92eef5e19526,1506307,KMI,Thomas A. Martin,Vice President and President Natural Gas Pipelines,2012,300000,600000,0,0,850000,14018,1772262,
bf2bcaade2ac1d30a3d7a928b6ef7756,1506307,KMI,Richard D. Kinder,"Director, Chairman and Chief Executive Officer",2011,1,0,0,0,0,0,1,0.0
a3de33820f32af1214ff0f85e4443166,1506307,KMI,Steven J. Kean,Executive Vice President and Chief Operating Officer,2011,300000,0,0,0,1250000,15028,1573497,0.0
fff96337f2bc840d74789f6182947639,1506307,KMI,C. Park Shaper,Director and President,2011,300000,250000,0,0,1300000,14170,1872811,0.0
d12803360c73d5087393522f53ff7e7e,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2011,300000,175000,0,0,625000,13330,1121610,0.0
667a95c98b871b05732831db8b8ddaaf,1506307,KMI,Joseph Listengart,"Vice President, General Counsel and Secretary",2011,300000,250000,0,0,750000,13330,1321971,0.0
865c645f97b1f669adda861afaceca9b,1506307,KMI,Thomas A. Martin,Vice President and President Natural Gas Pipelines,2011,0,0,0,0,0,0,0,
01c1f795c1af198b50c38a2de9b7ab08,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2010,294444,0,0,0,500000,11704,815692,0.0
328b0a89346e7f9d896b98b14a05eee7,1506307,KMI,Joseph Listengart,"Vice President, General Counsel and Secretary",2010,294444,0,0,0,740000,11665,1056633,0.0
15a7fda8bbff77046ce20d359cace2af,1506307,KMI,Richard D. Kinder,"Director, Chairman and Chief Executive Officer",2010,1,0,0,0,0,0,1,0.0
15fec87e6f53967376a8da361ce59c81,1506307,KMI,Steven J. Kean,Executive Vice President and Chief Operating Officer,2010,294444,0,0,0,1000000,13247,1317749,0.0
0e0a61411e9f91cc676080db0ebf72cc,1506307,KMI,C. Park Shaper,Director and President,2010,294444,0,0,0,1040000,12925,1357893,0.0
1a10ff02b9239640c614b707345dbccf,1506307,KMI,Thomas A. Martin,Vice President and President Natural Gas Pipelines,2010,0,0,0,0,0,0,0,
cea99e08d5bae2c5c541596830484b08,1506307,KMI,Joseph Listengart,"Vice President, General Counsel and Secretary",2009,257692,0,0,0,925000,2866,1190640,0.0
c3d03882ba8507a5a1edec9a14a40bf6,1506307,KMI,Richard D. Kinder,"Director, Chairman and Chief Executive Officer",2009,1,0,0,0,0,0,1,0.0
0e1e134dab3ee9fe3b2f1f290be6d4f2,1506307,KMI,Kimberly A. Dang,Vice President and Chief Financial Officer,2009,257692,0,0,0,550000,3115,815050,0.0
c60a7d5b272146de1fbcd88aa001e260,1506307,KMI,Steven J. Kean,Executive Vice President and Chief Operating Officer,2009,257692,0,0,0,1250000,4251,1516626,0.0
b9e336784a6daaf476bfd6ed5002953a,1506307,KMI,C. Park Shaper,Director and President,2009,257692,0,0,0,1300000,3971,1566745,0.0
